Token;Repeticiones;# de archivos
fhci;1;1
fhcrc;3;3
fhd;1;1
fhda;3;3
fhg;4;3
fhs;4;4
fhso;1;1
fht;5;5
fhtw;3;3
fhu;6;6
fi;310;8
fia;10;6
fiai;1;1
fiaies;1;1
fiainak;3;3
fiak;2;2
fiakra;1;1
fiam;2;2
fiamnak;1;1
fianak;1;1
fiasco;2;1
fiat;4;4
fiatal;13;10
fiatalabb;2;2
fiatalabbakat;1;1
fiatalabbol;1;1
fiatalember;1;1
fiataljai;1;1
fiataljaink;2;1
fiatalkori;1;1
fiatalkoru;2;2
fiatalkoruak;1;1
fiatalok;14;9
fiatalokelhelyezkedeset;1;1
fiatalsag;3;2
fiatalsagot;1;1
fiatalt;3;2
fiataltanero;1;1
fiatol;1;1
fiber;8;6
fiberglass;4;3
fibra;1;1
fibre;15;3
fibres;1;1
fica;1;1
ficamente;2;2
ficas;2;1
fice;1;1
ficino;2;1
fickle;1;1
ficko;1;1
fico;1;1
ficsor;2;1
ficticious;1;1
fiction;25;10
fictional;3;3
fictionalization;1;1
fictitious;2;2
fidalgo;3;3
fide;3;2
fidel;2;2
fidelity;4;3
fidesszel;5;4
fidesz;145;32
fideszallaspontjat;1;1
fideszbe;1;1
fideszben;2;2
fidesze;1;1
fideszes;2;2
fideszespolgarmestere;1;1
fidesznek;1;1
fideszszamara;1;1
fideszszuksegesnek;1;1
fideszt;2;2
fideszugyvezeto;1;1
fideszvezetoi;1;1
fidieec;1;1
fiduciario;1;1
fiduciary;4;2
fie;2;2
fiedler;8;7
field;116;51
fielder;1;1
fielding;5;2
fields;31;22
fiengold;1;1
fierce;2;2
fiercely;1;1
fife;1;1
fifo;1;1
fifteen;2;2
fifth;14;13
fifths;4;3
fifties;2;2
fifty;5;4
fig;24;2
figaro;1;1
figarorol;1;1
fight;16;14
fighter;1;1
fighters;4;4
fightersfrom;1;1
fighting;20;16
fights;2;2
figs;3;1
figueredo;1;1
figura;3;3
figurai;1;1
figuraival;1;1
figuraja;1;1
figure;48;23
figures;45;30
figuring;1;1
figyel;1;1
figyeld;1;1
figyelem;4;3
figyelembe;23;18
figyelembeaz;1;1
figyelembekell;1;1
figyelembevenni;1;1
figyelembeveve;2;2
figyelembevevo;2;2
figyelemebe;1;1
figyelemelterelesekkel;1;1
figyelemet;1;1
figyelemfelhivo;1;1
figyelemkelto;1;1
figyelemmel;5;3
figyelemre;3;3
figyelemremelto;1;1
figyelheto;1;1
figyeli;4;3
figyelik;4;3
figyelj;2;2
figyeljuk;1;1
figyelmebe;2;2
figyelmebeajanlott;1;1
figyelmebeujabb;1;1
figyelmebols;1;1
figyelmen;4;4
figyelmesen;1;1
figyelmet;53;24
figyelmetaz;1;1
figyelmetszentelnek;1;1
figyelmeztet;4;3
figyelmeztetes;2;2
figyelmeztetesrol;1;1
figyelmeztetessel;1;1
figyelmeztetett;4;3
figyelmezteto;1;1
figyelmeztette;1;1
figyelmunket;2;2
figyeln;1;1
figyelni;2;1
figyelt;1;1
figyeltek;2;2
figyeltem;1;1
fija;4;1
fijas;1;1
fiji;3;3
fijian;1;1
fijo;3;2
fijos;1;1
fiktiv;3;3
fil;1;1
filatov;6;3
file;106;32
filed;30;19
fileita;1;1
filenet;5;5
files;46;26
fileshop;1;1
filetek;2;2
filial;1;1
filibuster;1;1
filijala;1;1
filing;22;12
filings;2;2
filipino;1;1
fill;12;11
filled;5;5
filler;1;1
fillerekert;2;2
fillerrel;1;1
filling;5;4
fillmore;1;1
fills;2;2
filly;1;1
film;132;116
filmed;2;2
filmek;1;1
filmet;3;2
filming;1;1
filmje;2;1
filmjevel;1;1
filmmaker;1;1
filmrendezo;1;1
films;1;1
filmsorozatban;1;1
filmstrip;1;1
filmterv;1;1
filo;1;1
filozofiai;1;1
filozofiajat;1;1
filozofiajaval;3;2
filozofus;4;4
filozofust;1;1
filter;16;6
filtered;1;1
filtering;2;2
filters;2;2
filth;1;1
filtra;1;1
filtration;4;4
fim;2;2
fin;11;10
fina;1;1
final;81;44
finales;2;2
finality;2;1
finalizaci;3;1
finalizada;1;1
finalizado;18;5
finalizados;12;5
finalizar;2;2
finalized;1;1
finalizing;1;1
finally;34;28
finance;58;33
financed;6;6
financeministry;1;1
finances;3;3
financiaci;3;2
financiada;2;1
financiados;1;1
financial;181;75
financialis;2;2
financially;6;5
financials;3;1
financiamiento;1;1
financiar;1;1
financier;1;1
financiera;18;8
financieras;1;1
financiero;2;1
financieros;17;6
financing;59;22
financoligarchia;2;1
finanszirozas;2;2
finanszirozasa;5;3
finanszirozasahoz;1;1
finanszirozasarol;3;3
finanszirozasat;2;2
finanszirozasi;7;4
finanszirozhatatlanna;1;1
finanszirozhato;2;1
finansziroznak;2;1
finansziroznakegy;1;1
finanszirozni;1;1
finanszirozott;1;1
finanszirozta;2;2
finanzas;2;1
finart;1;1
find;76;53
finder;1;1
finders;1;1
finding;31;21
findings;55;24
findingswill;1;1
findlaw;7;1
findley;10;10
finds;14;9
fine;32;23
finearts;2;1
fined;3;2
finek;1;1
finely;3;2
fines;27;18
finest;3;3
fingerbustin;2;2
fingerhut;3;3
fingerlakes;1;1
fingerprint;1;1
fingers;3;3
fingertips;1;1
finish;6;5
finished;7;7
finisher;1;1
finishes;1;1
finite;1;1
fink;2;1
finkielkraut;1;1
finland;8;7
finley;1;1
finn;14;4
finnish;1;1
finnyas;1;1
finom;2;2
finoman;1;1
finomitoba;2;1
finomitok;1;1
finomitokban;1;1
finomkodott;1;1
finomsagokban;1;1
finop;5;4
fintort;1;1
fiogyelmen;1;1
fiokbankjaik;1;1
fiorino;1;1
fire;45;29
firearm;1;1
firearms;1;1
fired;25;13
firefighter;2;1
firefighters;2;2
firefighting;1;1
fireman;1;1
firepower;1;1
fires;3;3
firewall;2;2
firewood;1;1
fireworks;1;1
firga;2;2
firing;7;6
firings;3;1
firm;48;34
firma;1;1
firmado;6;4
firmaron;2;2
firme;1;1
firmly;6;6
firms;39;22
firmworks;1;1
firn;6;6
firs;2;2
first;436;152
firstclass;1;1
firsthand;2;2
firstly;2;2
firstnations;1;1
firstnethou;4;4
firtassukhonnan;1;1
firtatni;1;1
firtato;1;1
fis;1;1
fisc;1;1
fiscal;25;13
fiscales;5;3
fiscalizadora;9;4
fischer;2;2
fiserv;4;3
fish;24;21
fisher;41;21
fishergerman;1;1
fisherhungarian;1;1
fisherhungary;5;5
fisheries;1;1
fishermladic;1;1
fishernew;1;1
fisherrussian;1;1
fisherserbian;1;1
fisherslovak;3;3
fisherupdate;1;1
fishin;1;1
fishing;11;5
fishnet;6;5
fisica;2;2
fissile;6;1
fission;1;1
fit;36;23
fitfran;1;1
fithian;6;6
fithlan;1;1
fitness;6;5
fits;6;5
fitted;1;1
fittest;1;1
fitting;1;1
fittingly;1;1
fittings;2;1
fitur;1;1
fitying;2;2
fityinget;1;1
fitz;1;1
fitzgerald;26;7
fitzpatrick;4;4
fiu;17;10
fiuk;6;5
five;134;76
fiveminutes;1;1
fiver;1;1
fix;9;9
fixated;1;1
fixed;33;21
fixer;1;1
fixes;1;1
fixing;1;1
fixture;15;5
fixtures;5;3
fiz;1;1
fizessenek;1;1
fizessunk;1;1
fizet;13;11
fizetendo;1;1
fizetes;1;1
fizetesbol;4;2
fizetese;2;2
fizetesek;6;6
fizeteseket;2;2
fizetesenek;1;1
fizetesert;1;1
fizeteset;4;4
fizetesetes;1;1
fizetesi;17;12
fizetesimerlegben;1;1
fizeteskeptelen;1;1
fizeteskeptelensege;1;1
fizeteskeptelensegnelkul;1;1
fizetesnelvisszateritik;1;1
fizetessel;1;1
fizetest;2;2
fizetesu;1;1
fizetett;6;5
fizethetjuk;1;1
fizethetok;1;1
fizeti;2;2
fizetik;2;2
fizetjuk;2;1
fizetne;2;2
fizetnek;6;6
fizetnenek;1;1
fizetni;12;8
fizetnia;1;1
fizetnie;2;2
fizetnitudjunk;1;1
fizetnunk;2;2
fizeto;2;2
fizetoeszkozt;1;1
fizetokepes;1;1
fizetokepesseg;1;1
fizetokeptelen;1;1
fizette;3;3
fizettek;3;3
fizettem;1;1
fizetteti;2;1
fizettunk;2;2
fizetunk;2;2
fizikai;8;6
fizikailag;3;3
fizikummal;1;1
fj;9;4
fjsw;1;1
fkchs;2;2
fkgp;102;27
fkgpelfogadhatatlannak;1;1
fkgpfelhivja;1;1
fkgpmarcius;2;2
fkgpvezetese;1;1
fl;175;9
fla;5;5
flag;19;9
flagship;1;1
flagstaff;6;5
flaherty;2;1
flake;1;1
flakes;2;1
flamboyant;1;1
flamenco;1;1
flammable;2;2
flanagan;1;1
flanco;1;1
flanders;4;3
flandrau;1;1
flanet;3;3
flang;1;1
flank;3;2
flanks;1;1
flannery;2;2
flap;2;1
flash;8;6
flashlight;1;1
flashnet;6;5
flashy;1;1
flat;9;7
flatly;1;1
flats;5;2
flattened;2;2
flattering;1;1
flaubert;8;1
flavio;1;1
flavors;1;1
flavour;5;1
flavoured;1;1
flavouring;1;1
flavourings;1;1
flaw;3;2
flawed;2;2
flaws;6;5
flax;9;2
flcoll;2;2
fled;1;1
fledged;1;1
flee;1;1
fleeing;4;4
fleet;9;7
fleeter;1;1
fleishman;5;5
flekket;1;1
fleming;1;1
flemingc;2;2
flensburg;1;1
flesh;3;3
flet;1;1
fletcher;1;1
fleurs;1;1
flew;15;8
flex;6;6
flexibility;10;9
flexible;14;13
flextime;2;1
flg;5;5
flhigh;1;1
flicka;4;1
flickinger;1;1
flies;8;4
flight;31;14
flights;15;5
flimsy;1;1
flinders;10;6
flinet;5;5
flink;6;5
flint;5;4
flinthills;5;5
flip;2;1
flipped;2;2
flippo;11;11
flirting;1;1
fll;1;1
flmnh;2;2
flnet;4;4
float;2;2
floated;1;1
floating;10;7
floats;1;1
floes;2;1
flood;8;8
flooding;5;4
floods;1;1
floor;38;19
floorplan;1;1
floppy;1;1
flops;1;1
floral;1;1
florence;16;6
florentine;1;1
flores;3;2
florescent;1;1
florets;1;1
florianja;1;1
florida;46;40
florio;12;12
floss;2;1
flota;1;1
flott;2;1
flour;4;1
flourish;6;5
flourished;1;1
flow;30;11
flower;3;3
flowering;2;2
flowers;7;7
flowing;2;2
flown;2;1
flows;12;8
floyd;5;4
flp;1;1
flsig;1;1
flu;2;2
fluctuaciones;2;2
fluctuating;6;5
fluctuations;5;5
fluent;3;1
fluently;1;1
fluid;11;6
fluidez;1;1
fluidity;1;1
fluido;4;1
fluidos;2;2
fluids;3;3
fluke;1;1
flung;1;1
fluorescent;2;1
flush;1;1
flute;1;1
fluttered;1;1
fluttering;1;1
fluvial;1;1
flux;5;4
fluxes;4;1
flwlabs;2;2
fly;8;8
flyby;1;1
flyer;3;1
flying;8;5
flyktingmottagning;1;1
flynt;6;6
fm;15;10
fmarion;2;2
fmc;4;4
fmd;4;4
fme;2;2
fmhi;3;3
fmi;8;5
fmla;5;1
fmph;4;3
fmr;5;5
fms;1;1
fmsc;1;1
fmso;3;3
fn;113;110
fnal;5;5
fnd;2;2
fni;3;3
fnm;5;2
fnoc;1;1
fns;3;3
fnsb;1;1
fnt;1;1
fnx;2;2
fo;43;24
foa;1;1
foapat;1;1
foapatot;1;1
foapatsag;1;1
foard;1;1
fobol;1;1
fobunos;1;1
fobunuk;1;1
focal;7;7
focaliz;1;1
foci;3;1
focira;1;1
focistaberkekben;1;1
focit;1;1
focus;58;39
focused;16;15
focuses;111;54
focushope;1;1
focusing;87;52
focussed;1;1
focustech;1;1
foderalis;1;1
fodor;28;10
fodornak;1;1
fodorra;1;1
fodort;4;1
fodortol;1;1
foegyhazmegye;2;2
foes;2;2
fof;1;1
fofeladata;1;1
fofelugyelo;1;1
fofoglalkozasu;1;1
fog;62;25
fogad;1;1
fogadalmat;1;1
fogadalmi;1;1
fogadasa;1;1
fogadason;2;1
fogadhatja;2;2
fogadhatnak;1;1
fogadhato;2;2
fogadja;15;11
fogadjak;2;2
fogadjon;2;2
fogadjuk;1;1
fogadjunk;2;2
fogadna;2;1
fogadnak;2;2
fogadnakmindenkit;1;1
fogadni;4;4
fogadniuk;2;2
fogado;1;1
fogadott;6;6
fogadta;13;10
fogadtak;7;7
fogadtatasarol;1;1
fogadtatasu;1;1
fogadtukletaglozott;1;1
fogalm;1;1
fogalma;4;4
fogalmabakhaddafi;1;1
fogalmak;1;1
fogalmakat;3;2
fogalman;1;1
fogalmat;4;3
fogalmaval;1;1
fogalmaz;1;1
fogalmazhatjukugy;1;1
fogalmaznak;2;2
fogalmaznek;1;1
fogalmazni;2;2
fogalmazodnakmeg;1;1
fogalmazodott;1;1
fogalmazok;1;1
fogalmazott;8;7
fogalmazta;3;3
fogalmaztak;3;3
fogalmazza;1;1
fogalmazzak;1;1
fogalmazzameg;1;1
fogalmi;3;2
fogalmuk;3;3
fogalmunk;1;1
fogalom;7;6
fogalommal;1;1
fogamzasra;1;1
fogamzassal;1;1
foganatositot;1;1
foganatositott;1;1
fogantatas;1;1
fogantatasu;1;1
fogaszati;2;1
fogattal;1;1
fogcsikorgatva;2;2
fogdaban;1;1
fogdat;1;1
fogekony;1;1
fogel;2;2
foggyokeres;1;1
foghat;4;1
foghatjuk;1;1
foghato;1;1
foginy;1;1
fogj;3;3
fogja;48;28
fogjak;25;15
fogjatudni;1;1
fogjuk;7;6
fogko;1;1
fogkozvetlenul;1;1
foglal;4;4
foglalatoskodjunk;1;1
foglalhatja;1;1
foglalja;4;4
foglaljaossze;1;1
foglaljon;1;1
foglaljuk;1;1
foglalkozas;1;1
foglalkozasom;1;1
foglalkozast;1;1
foglalkozik;16;12
foglalkozna;2;2
foglalkoznak;5;5
foglalkozni;6;5
foglalkozo;12;12
foglalkozokonyvet;1;1
foglalkozoszervezetek;1;1
foglalkozott;5;4
foglalkoztat;1;1
foglalkoztatja;1;1
foglalkoztatnak;1;1
foglalkoztatott;1;1
foglalkoztatottak;2;2
foglalkoztatottat;1;1
foglalkoztattak;1;1
foglalkoztatva;1;1
foglalkoztunk;1;1
foglalkozzek;1;1
foglalkozzunk;1;1
foglalnak;1;1
foglalnek;1;1
foglalni;5;4
foglalo;2;2
foglalt;12;7
foglalta;4;4
foglaltak;4;4
foglaltakat;2;1
foglaltaknak;1;1
foglaltakra;1;1
foglaltat;1;1
foglietta;7;7
foglyait;1;1
foglyok;2;1
foglyokkal;1;1
foglyot;1;1
fognak;20;15
fognakengedni;1;1
fogni;2;2
fognia;1;1
fogok;3;3
fogolycsererol;1;1
fogom;3;3
fogott;3;2
fogreszt;1;1
fogreverberalodni;1;1
fogsz;1;1
fogta;2;2
fogtak;2;2
fogtisztitast;1;1
fogtomesekert;1;1
fogunk;5;4
fogva;9;8
fogvaellenzekinek;1;1
fogvakulfoldieket;1;1
fogvatartasanak;1;1
fogvateljesseggel;1;1
fogy;3;3
fogyasatol;2;1
fogyasi;1;1
fogyaszt;2;2
fogyasztas;4;3
fogyasztasa;1;1
fogyasztasanak;1;1
fogyasztasat;1;1
fogyasztasban;1;1
fogyasztascsokkenteshez;1;1
fogyasztasi;9;5
fogyasztasiado;1;1
fogyasztasicikkeket;1;1
fogyasztasra;2;2
fogyasztassal;2;1
fogyaszto;2;2
fogyasztoi;12;9
fogyasztoiarak;1;1
fogyasztok;2;2
fogyasztott;1;1
fogyasztottak;1;1
fogyasztunk;1;1
fogyatekos;2;2
fogyatekosainkkal;1;1
fogyatekosokat;2;1
fogyatkozas;1;1
fogyatkozo;1;1
fogyogyszeresz;1;1
fogyunk;1;1
fohadiszallasa;1;1
fohadiszallasarol;1;1
fohadnagy;2;2
fohasz;1;1
fohaszkodas;1;1
fohivatalnokot;1;1
foia;7;1
foideologuseppen;1;1
foigazgato;2;1
foigazgatoikonferencia;1;1
foigazgatoja;8;8
foigazgatojaval;1;1
foigazgatosag;1;1
foil;1;1
foiskola;2;2
foiskolai;8;8
foiskolajarol;2;2
foiskolak;3;3
foiskolakon;1;1
foiskolakrol;2;2
foiskolaktol;1;1
foiskolan;2;2
foiskolat;1;1
fojtjavigadva;1;1
fojtogatolapvilagra;1;1
fojtotta;2;2
fok;2;2
fokapitany;3;3
fokapitanysag;1;1
fokapitanysagon;1;1
fokapujat;1;1
fokaput;1;1
fokara;1;1
fokent;16;11
fokentbutitasokkal;1;1
fokepp;1;1
fokeppen;2;2
fokmerojenek;1;1
fokolompos;1;1
fokolomposokat;1;1
fokon;2;2
fokos;2;2
fokot;1;1
fokoz;1;1
fokozati;1;1
fokozatos;1;1
fokozatosan;10;8
fokozatosbevezeteset;1;1
fokozni;1;1
fokozod;1;1
fokozodo;1;1
fokozotosan;1;1
fokozott;7;6
fokozottabb;1;1
fokozottan;1;1
fokozta;1;1
fokozz;1;1
fokozza;2;1
fokozzak;1;1
fokr;1;1
fokra;1;1
foku;1;1
fokukifosztasaval;1;1
fol;27;19
foladni;1;1
folcsillant;1;1
folcsinalt;1;1
fold;13;6
foldalap;1;1
foldalapba;2;1
foldalapban;1;1
foldalapbol;2;1
foldarvereses;1;1
foldarverest;1;1
foldbefektetes;1;1
foldbirtokot;1;1
foldde;1;1
folded;6;1
foldekhez;1;1
folderithetjuk;1;1
foldes;1;1
foldestul;1;1
foldet;2;2
foldetes;1;1
foldgaz;1;1
foldgazzal;1;1
foldhivatala;1;1
foldhivatalanal;1;1
foldhivatalok;1;1
foldhoz;2;2
foldi;2;2
foldifrekvenciajahoz;1;1
foldjeiket;1;1
foldjen;2;2
foldjenek;1;1
foldjereidegen;1;1
foldjet;1;1
foldkiado;1;1
foldkozelben;1;1
foldmuvelesi;1;1
foldmuvelesugyi;4;3
foldnek;1;1
foldon;4;3
foldonjaro;1;1
foldosztast;2;2
foldozzak;1;1
foldrajzi;5;4
foldrajzilagazonos;1;1
foldre;4;4
foldreformot;1;1
foldrendezo;1;1
foldrenges;1;1
foldresz;2;2
foldreszunk;1;1
foldreteperesert;1;1
foldrol;1;1
foldtol;1;1
foldtulajdonosok;1;1
foldtulajdonosoknak;1;1
foldultak;1;1
foldvari;1;1
fole;5;5
folebredneis;1;1
foleg;16;14
folegkommunista;1;1
folemelje;1;1
folemeltuk;1;1
folemesztoszocialista;1;1
folennyel;1;1
folenyesen;3;2
folepitettek;1;1
folerni;1;1
foley;15;15
folfele;1;1
folfigyelni;1;1
folhaborodottan;2;1
folhanytorgatja;1;1
folhivni;1;1
folio;1;1
foliograph;1;1
folirattal;1;1
folja;1;1
foljebb;1;1
folk;12;6
folkebibl;2;2
folkeressem;1;1
folkerest;1;1
folklore;4;4
folkloregyuttes;1;1
folklorisztikuskozjatekok;1;1
folks;4;3
follett;6;3
follgard;1;1
follow;51;29
followed;28;22
followers;2;2
following;153;91
followings;1;1
follows;26;21
followup;18;6
folly;2;2
folmentett;1;1
folmeri;1;1
folmerult;1;1
folnegyelni;1;1
folosleges;2;2
foloslegesek;2;1
foloslegesse;1;1
foloszlatasnak;1;1
foloszlattak;1;1
folott;15;10
folotti;3;3
folottien;1;1
folottivilagkormany;1;1
folottlaposan;1;1
folottuk;1;1
folozi;1;1
folparcellazzak;1;1
folrobban;1;1
folrobbantottak;1;1
folsorakoztak;1;1
folszamoljak;1;1
folszamoltak;1;1
folszerelkezve;1;1
folszolalasok;2;1
folszolalo;2;1
folszolamlasoktol;1;1
folt;3;3
foltartak;1;1
folteheti;2;1
foltetele;1;1
foltetlenmegmarad;1;1
foltjat;1;1
foltt;2;1
folul;3;3
folvetese;1;1
folvetest;1;1
folvetettekre;1;1
folvetettem;1;1
folvetheto;1;1
folveti;1;1
folvettek;1;1
folvettuk;1;1
folyam;1;1
folyaman;5;5
folyamat;16;13
folyamata;5;4
folyamataba;1;1
folyamataban;2;2
folyamatahoz;1;1
folyamatat;2;2
folyamatban;5;4
folyamatbol;1;1
folyamatnak;2;2
folyamatok;9;7
folyamatokat;9;7
folyamatokban;1;1
folyamatokkal;1;1
folyamatoknak;1;1
folyamatos;11;9
folyamatosan;22;17
folyamatosanszivattyuzza;1;1
folyamatoselesloveszetet;1;1
folyamatoshangoztatasaval;1;1
folyamatosnepirtast;1;1
folyamatospartstrukturakrol;1;1
folyamatot;5;5
folyamatra;1;1
folyamatrol;1;1
folyamatukban;1;1
folyamatval;1;1
folyamodhat;1;1
folyamodhatnak;2;1
folyamodok;1;1
folyamodott;1;1
folyamodtak;3;2
folyamok;1;1
folyik;31;15
folyjanakkulon;1;1
folyjek;1;1
folyna;1;1
folynak;8;7
folyo;16;15
folyoirat;6;6
folyok;1;1
folyoketis;1;1
folyositanak;1;1
folyositasaval;1;1
folyositfizetest;1;1
folyositott;1;1
folyositottak;2;2
folyoso;1;1
folyoszamlaink;1;1
folyoszamlank;1;1
folyt;9;8
folytak;1;1
folytass;1;1
folytassak;1;1
folytassanak;1;1
folytasson;1;1
folytat;13;9
folytatando;1;1
folytatandotargyalas;1;1
folytatas;2;2
folytatasa;2;2
folytatasakent;1;1
folytatasara;2;2
folytatasarol;1;1
folytatasat;2;2
folytathat;1;1
folytatja;6;6
folytatjaaz;1;1
folytatjak;2;2
folytatjakegyeb;1;1
folytatjamukodeset;1;1
folytatjuk;7;5
folytatjuktenyfeltaro;1;1
folytatna;1;1
folytatnak;4;3
folytatni;7;6
folytatnunk;1;1
folytato;1;1
folytatodhat;1;1
folytatodik;5;4
folytatodna;1;1
folytatodott;3;3
folytatolagosanelkovetett;1;1
folytatott;20;15
folytatottemberi;1;1
folytatta;7;6
folytattak;3;2
folytatvan;1;1
folyteletenek;1;1
folyton;1;1
folytonosromlasba;1;1
folytonossag;2;2
fom;2;1
fomegbizott;1;1
fomented;1;1
fomento;1;1
fomunkatarsa;2;1
fomunkatarsat;1;1
fon;7;7
fonak;1;1
fond;4;2
fondling;1;1
fondly;1;1
fondo;1;1
fondos;20;5
fonelnagyobb;1;1
fong;5;5
fonjuk;1;1
fonntartani;1;1
fonodik;2;1
fonodikegybe;1;1
fonok;5;3
fonoke;2;2
fonokenek;2;2
fonoket;1;1
fonokseg;1;1
fonorola;2;2
fontanelie;1;1
fontbonne;1;1
fontolgatjak;1;1
fontolgatni;1;1
fontolgato;1;1
fontolod;1;1
fontolora;2;2
fontos;58;30
fontosabb;6;6
fontosabblesz;1;1
fontosak;3;3
fontoskerdesben;1;1
fontosnak;14;10
fontosresze;1;1
fontossagat;2;2
fontossagaval;1;1
fontossagot;1;1
fontossagu;1;1
fontot;1;1
fonts;1;1
foobar;3;3
food;113;51
foodbourne;2;2
foods;12;6
foodsci;2;2
fool;4;2
foolish;3;3
foolishness;1;1
foorvos;1;1
foosszeg;1;1
foosztaly;1;1
foosztalya;3;2
foosztalyanak;2;2
foosztalyara;1;1
foosztalyvezeto;1;1
foosztalyvezetoje;4;4
foot;26;10
footage;2;2
football;1;1
footballer;1;1
foothill;4;4
foothills;2;2
foothold;1;1
footnote;1;1
footnotes;106;105
footprint;1;1
foparancsnoka;1;1
foparancsnoki;1;1
foparancsnoksagot;2;1
fopolgarmester;4;4
for;4693;360
fora;1;1
forabbi;5;2
forays;1;1
forbes;3;2
forbid;2;2
forbidden;5;5
forbidding;4;3
forbids;4;4
forbin;4;4
force;92;48
forced;30;21
forcefully;3;3
forces;87;48
forcescontinued;1;1
forcible;3;3
forcibly;1;1
forcing;6;5
ford;69;47
fordert;1;1
fordham;2;2
fordit;2;2
forditanak;3;3
forditando;1;1
forditani;4;3
forditasa;1;1
fordithatja;1;1
fordithato;3;3
forditja;2;2
forditjak;4;3
forditott;9;7
forditotta;2;2
forditottak;3;3
forditottjat;1;1
forditottuk;1;1
forditottunk;1;1
forditsak;1;1
forditsuk;1;1
forditunk;1;1
forditva;5;5
fords;1;1
fordul;8;5
fordulat;7;6
fordulatevenek;1;1
fordulatot;6;6
fordulatra;1;1
fordulattal;1;1
fordulhasson;1;1
fordulhat;2;2
fordulhatna;1;1
fordulj;1;1
forduljon;3;3
fordulna;4;3
fordulnak;5;5
fordulni;2;2
fordulo;5;3
forduloban;2;2
fordulojaban;1;1
fordulojat;1;1
fordult;13;8
fordultak;1;1
fordulunk;1;1
fore;11;7
forecast;19;10
forecasters;3;2
forecasting;31;12
forecasts;25;8
foreclose;1;1
forecloses;1;1
foreclosing;3;1
foreclosure;11;2
forefront;1;1
forego;2;2
foregoing;1;1
foregone;1;1
forehand;1;1
foreign;329;92
foreigner;1;1
foreigners;9;7
foreignminister;1;1
foreignministry;1;1
foreknowledge;4;2
foreman;1;1
foremost;3;3
forensic;3;3
forerunner;3;3
forerunners;1;1
foresaken;1;1
foresaw;1;1
foresee;2;2
foreseeable;6;5
foresight;1;1
forest;33;16
forestaci;1;1
forested;2;2
forester;2;1
forestry;8;5
forests;12;7
forever;8;5
forewarning;1;1
forex;1;1
forfeit;4;4
forg;1;1
forgalma;3;3
forgalmara;2;1
forgalmat;1;1
forgalmazas;1;1
forgalmazasat;2;2
forgalmaznak;1;1
forgalmazo;1;1
forgalmi;3;3
forgalom;4;4
forgalomba;1;1
forgalomban;1;1
forgalomlassito;1;1
forgalomnak;1;1
forgat;1;1
forgatasa;1;1
forgatasanak;2;2
forgatasi;1;1
forgatassal;1;1
forgathattak;1;1
forgatnak;2;1
forgatocsoportja;1;1
forgatokonyv;3;2
forgatokonyve;1;1
forgatokonyvet;2;2
forgattak;2;2
forge;1;1
forged;1;1
forger;1;1
forgery;1;1
forget;2;2
forgetting;1;1
forging;1;1
forgiveness;2;2
forgo;10;7
forgot;2;2
forgotten;1;1
forinitot;1;1
forint;62;24
forintba;11;7
forintban;3;3
forintbevetelre;1;1
forintbol;1;1
forintcsuszoleertekelese;1;1
forintdebt;1;1
forintegration;1;1
forintert;3;3
forinterteku;2;2
forinthoz;1;1
forintig;1;1
forintjaba;1;1
forintjaert;1;1
forintjut;1;1
forintleertekeles;2;1
forintleertekelessel;2;1
forintnak;1;1
forintnal;4;3
forintnormativ;1;1
forintnyi;5;5
forintnyipottamogatasra;1;1
forintos;33;20
forintosbirsag;1;1
forintosgyermekkedvezmenyt;1;1
forintoskotelezettseget;1;1
forintoskotelezettsegvallalasrol;1;1
forintosmegtakaritast;1;1
forintostorzstokevel;1;1
forintosuthasznalati;1;1
forintot;53;25
forintotvisszafizetett;1;1
forintra;7;6
forintrol;4;3
forints;37;7
forinttal;11;9
forinttol;1;1
forintvolt;1;1
forked;1;1
form;165;87
forma;12;10
formaban;9;8
formaci;2;2
formacio;2;1
formaciokbanes;1;1
formaciones;2;2
formado;1;1
formai;2;1
formailag;2;1
formainak;2;1
formaitkivanjak;1;1
formaja;1;1
formajaban;12;9
formajabanbeszed;1;1
formajabanelfogadhatatlan;1;1
formajat;1;1
formaju;1;1
formak;3;2
formakat;1;1
formal;24;18
formalasatobb;1;1
formaldehyde;2;1
formalisan;2;2
formalism;1;1
formalissa;1;1
formalities;2;2
formality;1;1
formaliz;1;1
formaliza;1;1
formalizados;1;1
formalizan;1;1
formalize;2;2
formalja;1;1
formaljuk;1;1
formally;9;8
formalmente;3;1
formalness;2;2
formalni;1;1
formalodnak;2;1
formaloertelmiseg;1;1
formaloi;1;1
formalsys;1;1
formalta;1;1
forman;2;2
formanvaloban;1;1
formar;2;1
format;15;12
formation;48;28
formations;2;2
formative;6;5
formats;4;3
formatumu;2;2
formed;24;23
former;150;61
formerly;17;15
formerpresident;1;1
formerstrategic;1;1
forming;13;13
formosa;1;1
forms;107;65
formtek;1;1
formula;15;7
formulado;3;1
formulajanak;2;1
formulas;2;1
formulate;4;4
formulated;9;4
formulates;1;1
formulating;2;2
formulation;7;7
formulations;2;2
fornato;2;2
forog;5;5
forogtak;1;1
forr;3;2
forradalma;1;1
forradalmat;5;5
forradalmataz;1;1
forradalmi;9;8
forradalmunk;5;3
forradalom;14;9
forradalomba;1;1
forradalomban;1;1
forradalomhoz;2;2
forradalomkitoresekor;1;1
forradalommal;1;1
forras;11;10
